gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0.3099,-0.0325,0.227,0.3974,0.2634,9.9431,-1.0,-1.0,1.0
0.2092,0.0306,0.1063,0.5363,0.3184,10.2783,-1.0,-1.0,1.0
0.137,-0.1556,-0.1958,0.3184,1.1349,10.7188,-1.0,-1.0,1.0
-0.0783,0.0053,0.3978,0.5842,0.8308,10.07,-1.0,-1.0,1.0
1.6102,0.4405,0.5748,0.1939,1.6807,11.0133,-1.0,-1.0,1.0
3.5309,1.4917,0.6289,0.5531,1.7334,8.4635,-1.0,-1.0,1.0
4.1195,2.6724,1.162,-1.0846,6.6248,6.6774,1.0,-1.0,1.0
3.2615,1.5164,0.5689,-3.3447,7.2209,1.7358,1.0,-1.0,1.0
2.205,1.3928,-0.227,-4.2138,7.4675,-1.6281,1.0,-1.0,-1.0
1.6947,1.0392,-1.1615,-3.948,7.2784,-4.221,1.0,-1.0,-1.0
1.1389,0.5817,-0.3523,-3.4668,7.1658,-4.1084,1.0,-1.0,-1.0
0.3922,0.356,-0.2793,-3.1556,7.6543,-5.2337,1.0,-1.0,-1.0
1.1317,0.3856,-0.3067,-2.5498,6.9623,-5.8275,1.0,-1.0,-1.0
0.9641,0.4596,-0.3099,-2.2051,5.8011,-7.0222,1.0,-1.0,-1.0
-0.4056,-0.4072,-0.0461,-1.6257,6.0741,-7.1563,1.0,-1.0,-1.0
-1.2766,-0.9454,0.3104,-1.8962,5.7174,-4.8435,1.0,-1.0,-1.0
-0.1274,1.2103,0.3579,-2.2386,7.8697,-6.8857,1.0,-1.0,-1.0
0.5041,0.8761,1.4773,-3.2872,2.7797,-2.2936,1.0,-1.0,-1.0
-0.0141,2.3651,0.1548,-1.2522,10.4363,-6.3231,-1.0,-1.0,-1.0
-0.0184,3.1949,-0.8274,1.5227,6.1699,-6.517,-1.0,-1.0,-1.0
-0.064,1.0696,-0.5513,3.4812,6.6942,-6.6415,-1.0,-1.0,-1.0
-3.169,-1.8149,1.2534,5.2912,6.6439,-10.6231,-1.0,-1.0,-1.0
-4.6903,-2.5562,1.6787,2.4134,5.8921,-2.3296,-1.0,-1.0,-1.0
-4.5442,-2.5082,2.4824,0.8715,4.5322,0.9697,1.0,-1.0,1.0
-2.6937,-1.129,0.8356,-1.9728,6.7157,5.5402,1.0,-1.0,1.0
-2.0126,-0.8809,0.5252,-2.6216,5.3798,8.4252,1.0,-1.0,1.0
-0.5292,-0.9044,1.4938,-1.4293,2.8683,9.991,1.0,-1.0,1.0
-0.235,-0.9694,0.6608,-1.245,1.1612,9.6869,1.0,-1.0,1.0
-1.3755,-1.8338,0.6624,-0.1844,0.5986,10.4722,-1.0,-1.0,1.0
-1.3435,-1.708,0.3869,2.2122,-1.6209,12.05,-1.0,-1.0,1.0
-1.5404,-1.3206,-0.0125,3.0358,-1.549,10.2759,-1.0,-1.0,1.0
-0.0935,-0.6648,-0.2947,3.3926,-0.8188,8.7604,-1.0,-1.0,1.0
0.1154,-0.7338,-0.137,3.8475,-0.9457,9.1195,-1.0,-1.0,1.0
1.2183,0.2284,0.3,4.7142,-0.6895,9.3829,-1.0,-1.0,1.0
3.699,2.4205,0.417,2.4349,2.3511,10.0604,-1.0,-1.0,1.0
5.3095,1.9644,1.0568,-0.929,8.1738,10.2975,-1.0,-1.0,1.0
2.2942,1.3486,0.7927,-1.4988,9.7635,6.3422,-1.0,-1.0,1.0
1.307,0.9907,0.1516,-2.1644,11.2096,3.5578,1.0,-1.0,1.0
