timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
6500,-3.4677,-0.7714,1.2588,2.1452,-10.2448,2.0446,-1.0,1.0,1.0
6600,-0.7136,0.4503,0.2262,3.0861,-11.88,1.3048,-1.0,1.0,1.0
6700,0.049,0.4754,-0.3826,1.81,-8.4659,0.4525,-1.0,1.0,1.0
6800,-0.0869,0.0189,-0.1617,2.2434,-10.0485,-0.0048,-1.0,1.0,1.0
6900,0.2254,-0.2236,-0.2273,2.1596,-10.1059,-0.1508,-1.0,1.0,1.0
7000,1.3294,-0.9617,-0.3208,2.3774,-9.4834,-0.3424,-1.0,1.0,1.0
7100,6.1412,-0.2137,-3.2594,2.5283,-10.5177,3.7206,-1.0,1.0,1.0
7200,4.5264,1.874,-2.5143,-0.814,-3.6703,8.8801,-1.0,1.0,1.0
7300,1.9159,2.5173,-0.3922,-3.6128,-0.577,7.3909,1.0,1.0,1.0
7400,1.5497,2.0731,-0.9673,-5.8442,0.5219,5.0422,1.0,-1.0,1.0
7500,0.2979,0.215,-0.105,-6.8402,0.8068,4.0223,1.0,-1.0,1.0
7600,0.4514,0.5276,0.044,-7.4244,1.3192,5.6503,1.0,-1.0,1.0
7700,-0.1671,-1.0882,0.1119,-6.9049,1.8531,5.8634,1.0,-1.0,1.0
7800,0.9052,-0.5337,-0.1564,-4.7118,-0.6776,4.2497,1.0,-1.0,1.0
7900,-0.061,-4.0545,-3.015,0.0024,0.2921,9.3039,1.0,-1.0,1.0
8000,0.5838,-2.3739,1.2081,2.8371,1.98,10.3549,-1.0,-1.0,1.0
8100,-1.0592,-1.5745,-0.6491,3.5985,3.8403,10.671,-1.0,-1.0,1.0
8200,1.3363,-0.2193,1.3206,2.976,5.2146,9.3182,-1.0,1.0,1.0
8300,1.1738,-0.0997,1.1197,5.6719,0.2586,9.7324,-1.0,1.0,1.0
8400,0.7445,-0.2697,0.8444,4.5921,2.4995,8.3605,-1.0,-0.202,1.0
8500,-0.9014,-0.8167,1.254,4.6064,2.5307,8.8035,-1.0,-1.0,1.0
8600,-6.7053,2.5873,0.344,6.0597,-0.6225,6.2608,-1.0,1.0,1.0
8700,-8.7314,0.8476,-0.5265,5.0446,-7.7093,4.2736,-1.0,1.0,1.0
8800,-3.5946,0.5598,-1.2974,2.8419,-8.9998,-3.4333,-1.0,1.0,-0.5325
8900,-1.1359,-0.2593,-0.8034,1.3551,-8.6598,-5.3558,-1.0,1.0,-1.0
9000,0.037,-0.2497,-0.1018,0.5267,-8.5952,-5.1858,-1.0,1.0,-1.0
9100,0.1588,-0.1516,-0.234,0.5746,-8.7005,-4.9991,-1.0,1.0,-1.0
9200,0.5998,-0.3778,-0.028,0.5076,-9.8402,-6.2177,-1.0,1.0,-1.0
9300,8.6502,-1.8354,-0.4818,1.494,-8.4994,0.6273,-1.0,1.0,1.0
9400,5.0505,2.8919,-0.6078,0.2011,-8.1139,9.4236,-1.0,1.0,1.0
9500,1.9564,3.2948,-0.3992,-4.7142,-1.0199,7.7883,1.0,1.0,1.0
9600,1.0674,1.8484,-1.4189,-6.8666,2.4565,5.6431,1.0,1.0,1.0
9700,1.2979,0.5548,-0.0424,-7.9464,2.9592,5.6168,1.0,-1.0,1.0
9800,-0.1689,0.2891,0.3206,-7.513,0.8571,3.8068,1.0,-1.0,1.0
9900,-1.2742,-0.4231,1.174,-7.6543,0.1317,2.3343,1.0,-1.0,1.0
10000,-5.5054,-7.5899,2.0331,-1.1995,-4.8099,4.6495,1.0,1.0,1.0
10100,2.695,-1.9015,-4.524,3.4429,-3.8068,1.9369,-1.0,1.0,1.0
10200,6.058,1.2095,0.644,-0.4645,-1.2665,9.9072,-1.0,1.0,1.0
10300,2.2388,-0.3389,-0.9334,0.1389,3.7397,7.5154,-1.0,-1.0,1.0
10400,2.622,-0.7064,-0.4874,1.0822,7.5513,7.0461,-1.0,-1.0,1.0
10500,1.6065,-0.6027,-0.0485,1.2905,9.9838,6.608,-1.0,-1.0,1.0
10600,-0.8647,-0.109,0.0789,1.4006,8.3055,4.6639,-1.0,-1.0,1.0
10700,-2.0536,0.0434,0.141,1.7789,5.3175,7.5609,-1.0,-1.0,1.0
10800,-0.9899,0.0541,0.1524,1.7478,7.5609,8.2504,-1.0,-1.0,1.0
10900,-0.7954,-0.0274,0.1948,1.7741,4.2952,10.8816,-1.0,-1.0,1.0
11000,-8.5825,-0.113,3.4176,-1.8316,9.0573,11.4179,-1.0,-1.0,1.0
11100,-8.7314,0.2246,2.0464,1.6017,-8.442,8.3701,-1.0,1.0,1.0
11200,-6.7244,0.0581,0.3898,3.5291,-10.4818,-1.7909,-1.0,1.0,1.0
11300,-1.1911,-0.498,0.3472,3.1651,-10.0365,-2.4517,-1.0,1.0,1.0
11400,-0.0141,-0.149,-0.7565,2.8252,-11.892,-2.2266,-1.0,1.0,-1.0
11500,-0.0762,0.0128,-0.0344,1.9393,-8.8202,-2.9066,-1.0,1.0,-1.0
11600,1.0139,-0.0669,0.0099,2.2386,-10.0149,-2.3727,-1.0,1.0,-1.0
11700,1.7552,-0.7826,-0.203,2.2697,-9.9886,0.2849,-1.0,1.0,1.0
11800,6.3423,0.6406,-1.7205,1.0439,-8.8585,5.7078,-1.0,1.0,1.0
11900,6.3647,4.1283,-2.6518,-0.4238,-5.6838,7.4986,-1.0,1.0,1.0
12000,3.1933,3.0299,-1.9878,-4.5107,-1.154,4.628,1.0,1.0,1.0
12100,1.2454,-0.2062,-1.1972,-6.4883,3.0957,3.8666,1.0,-1.0,1.0
12200,-1.3355,-1.2548,1.3699,-6.5888,3.1316,5.6336,1.0,-1.0,1.0
12300,1.3113,-0.1996,2.5205,-5.9759,0.7566,9.2608,1.0,-1.0,1.0
12400,-1.4895,-0.7344,-0.1966,-5.4013,-0.6225,9.3015,1.0,-1.0,1.0
12500,-0.6723,-0.7261,0.655,-3.9049,0.6943,9.1363,1.0,-1.0,1.0
12600,-1.1682,-0.3539,-0.1522,-4.0414,-0.9984,9.9647,1.0,1.0,1.0
12700,-2.6739,0.1777,-0.0083,-4.0677,-1.2546,6.9025,1.0,1.0,1.0
