timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0,-0.1287,-0.0261,-0.0402,0.237,-0.8954,9.9288,-1.0,-1.0,1.0
100,-0.1087,-0.0288,-0.0458,0.3376,-1.0056,9.9647,-1.0,0.7143,1.0
200,-0.073,-0.0445,-0.0554,0.2346,-0.9768,10.3549,-1.0,1.0,1.0
300,0.1007,0.0885,-0.0373,0.4453,-1.0439,9.754,-1.0,1.0,1.0
400,0.0405,0.0093,0.0141,0.4788,-0.9409,9.4691,-1.0,1.0,1.0
500,0.0709,-0.0855,0.0504,0.3208,-0.7542,9.7396,-1.0,1.0,1.0
600,1.0059,-0.2574,0.7253,0.2945,0.7254,10.003,-1.0,-1.0,1.0
700,1.9401,0.0981,0.6691,0.3496,1.3791,10.3525,-1.0,-1.0,1.0
800,1.2745,0.312,0.3,0.1867,2.4181,9.596,-1.0,-1.0,1.0
900,0.8815,-0.0632,-0.0402,0.0718,3.2657,9.3757,-1.0,-1.0,1.0
1000,0.4628,-0.0781,0.048,0.3711,4.0199,9.0477,-1.0,-1.0,1.0
1100,0.4002,0.0088,-0.0306,0.4334,4.786,8.4611,-1.0,-1.0,1.0
1200,0.3621,-0.2156,-0.0173,0.3926,4.8602,8.1786,-1.0,-1.0,1.0
1300,0.3517,-0.1396,-0.016,0.4357,5.2146,8.3175,-1.0,-1.0,1.0
1400,0.5844,-0.0557,0.1244,0.3855,5.4348,7.9296,-1.0,-1.0,1.0
1500,0.7951,-0.1721,0.2411,0.5219,5.9568,7.616,-1.0,-1.0,1.0
1600,0.4495,-0.1226,0.105,0.4501,6.3039,7.3622,-1.0,-1.0,1.0
1700,0.0581,-0.0461,0.0402,0.8092,6.4907,7.2496,-1.0,-1.0,1.0
1800,-0.1615,-0.0288,-0.0578,0.7398,6.2417,7.5058,-1.0,-1.0,1.0
1900,-0.0829,0.0685,-0.0887,0.6752,6.0956,7.4268,-1.0,-1.0,1.0
2000,-0.1228,0.0152,-0.0754,0.6321,6.031,7.343,-1.0,-1.0,1.0
2100,-0.122,0.0019,-0.0863,0.6345,5.7628,7.3502,-1.0,-1.0,1.0
2200,-0.1535,0.0115,-0.1383,0.7829,5.9711,7.8027,-1.0,-1.0,1.0
2300,-0.1108,-0.0498,-0.1394,0.8068,6.0645,7.8793,-1.0,-1.0,1.0
2400,-0.3664,-0.0003,-0.1343,0.9529,6.0286,7.8338,-1.0,-1.0,1.0
2500,-0.5127,-0.1215,-0.0413,0.9505,5.2984,7.9511,-1.0,-1.0,1.0
2600,-0.3629,-0.2923,0.1164,1.245,4.6998,8.1259,-1.0,-1.0,1.0
2700,-0.8852,-0.2851,-0.057,1.4102,4.3359,8.3414,-1.0,-1.0,1.0
2800,-1.1287,-0.2046,-0.0203,1.5682,3.7661,9.2177,-1.0,-1.0,1.0
2900,-0.7474,-0.1394,0.4032,2.047,2.0063,10.1849,-1.0,-1.0,1.0
3000,-3.0062,-0.7418,0.1119,2.4181,0.1556,8.9232,-1.0,-1.0,1.0
3100,-2.214,-0.6843,-0.1306,3.2058,-1.9225,9.821,-1.0,-1.0,1.0
3200,-0.7626,-0.3317,-0.5534,3.3662,-2.6288,8.5066,-1.0,1.0,1.0
3300,1.9454,0.631,0.1279,2.7629,-1.8292,8.1331,-1.0,1.0,1.0
3400,5.916,1.2662,1.0099,3.3854,1.8962,9.5577,-1.0,-1.0,1.0
3500,3.0406,0.033,0.6606,2.126,4.616,8.3797,-1.0,-1.0,1.0
3600,1.0296,-0.2542,0.6965,1.5323,7.0509,6.6966,-1.0,-1.0,1.0
3700,0.8103,-0.3472,0.3027,1.3024,8.7269,5.5905,-1.0,-1.0,1.0
3800,0.6947,-0.211,0.3243,1.0918,8.181,4.7812,-1.0,-1.0,1.0
3900,0.4397,-0.1665,0.0845,0.8428,8.5425,3.802,-1.0,-1.0,1.0
4000,-0.1404,-0.125,-0.1756,0.6943,8.7484,3.1915,-1.0,-1.0,-0.2356
4100,0.0589,-0.1108,-0.3459,1.336,8.2384,3.8978,-1.0,-1.0,-0.2356
4200,0.1188,-0.1058,-0.4101,1.5682,8.3893,3.2992,-1.0,-1.0,-1.0
4300,0.3906,-0.2697,0.0951,1.7502,8.8705,3.4261,-1.0,-1.0,-1.0
4400,0.482,-0.3176,0.2236,1.8028,8.9399,3.0837,-1.0,-1.0,-1.0
4500,0.4676,0.0221,0.4088,1.6305,9.2919,2.3272,-1.0,-1.0,-1.0
4600,-0.0813,-0.0365,0.0165,1.2546,9.0118,2.0853,-1.0,-1.0,-1.0
4700,-0.5103,0.1977,-0.2707,1.4222,9.0453,2.4157,-1.0,-1.0,-1.0
4800,-0.4173,0.2896,-0.377,1.7071,9.3302,2.6121,-1.0,-1.0,-1.0
4900,0.1575,0.0386,0.0632,1.6328,8.9352,2.7031,-1.0,-1.0,-1.0
5000,0.17,-0.0368,0.1324,1.4174,9.1411,2.5738,-1.0,-1.0,-1.0
5100,0.4218,0.0586,0.3507,1.2785,9.1842,2.739,-1.0,-1.0,-1.0
5200,0.6507,0.0738,0.4098,0.8835,9.6582,1.8004,-1.0,-1.0,-1.0
5300,0.9795,0.2976,0.4636,0.2274,9.0812,0.747,0.9571,-1.0,-1.0
5400,0.7171,-0.0658,0.4453,-0.3998,9.414,-0.3783,1.0,-1.0,-1.0
5500,0.0115,-0.0762,-0.3352,-0.1748,9.3829,-0.7901,1.0,-1.0,-1.0
5600,0.4732,0.0655,-0.5231,0.1532,8.3917,-0.917,1.0,-1.0,-1.0
5700,0.3267,-0.0677,-0.1354,-0.3208,9.4571,-0.735,1.0,-1.0,-1.0
5800,0.4671,0.13,-0.1655,0.2586,9.6391,-2.083,1.0,-1.0,-1.0
5900,0.5812,0.0847,-0.0136,0.3591,9.6367,-2.8491,-1.0,-1.0,-1.0
6000,0.3936,-0.0016,0.2353,0.1556,9.1698,-2.909,0.6711,-1.0,-1.0
6100,-0.312,-0.0901,0.2294,-0.182,9.232,-2.7294,1.0,-1.0,-1.0
6200,-1.392,0.4365,0.2105,0.0192,8.7245,-1.8411,1.0,-1.0,-1.0
6300,0.033,0.2593,0.3781,0.0168,9.426,-0.893,1.0,-1.0,-1.0
6400,-1.2804,0.8087,0.4431,-0.4453,9.7827,-0.6297,1.0,-1.0,-1.0
6500,-3.8173,0.2257,-0.3008,-0.7326,9.7659,1.391,1.0,-1.0,-1.0
6600,-3.347,0.3317,-1.032,-0.1197,8.0804,5.5162,-1.0,-1.0,1.0
6700,-2.6212,-0.7767,-1.1157,0.4908,6.2991,8.4036,-1.0,-1.0,1.0
6800,-2.719,-0.2515,-0.7088,1.2474,2.9904,11.078,-1.0,-1.0,1.0
6900,-1.3142,-0.2438,-0.473,1.2498,1.5538,9.8689,-1.0,-1.0,1.0
7000,-1.3187,0.1308,0.0538,1.5275,-0.328,9.4858,-1.0,-1.0,1.0
7100,-1.4938,0.2406,0.3006,1.3336,-1.9345,9.6223,-1.0,-1.0,1.0
7200,-1.5066,0.7051,0.6123,1.2067,-2.7605,10.0724,-1.0,1.0,1.0
7300,-0.5902,0.4042,0.3043,1.3838,-4.6448,8.6479,-1.0,1.0,1.0
7400,-0.4522,0.6115,0.137,0.5746,-4.8147,8.8921,-1.0,1.0,1.0
7500,0.4415,0.4186,0.1274,0.3089,-4.9201,8.6718,-1.0,1.0,1.0
7600,1.0549,0.3094,0.2627,0.0958,-4.2306,9.0788,-1.0,1.0,1.0
7700,0.632,0.2558,0.125,-0.4118,-3.067,9.3757,-1.0,1.0,1.0
7800,0.449,0.3,-0.2491,-0.6871,-2.399,9.6079,-0.473,1.0,1.0
7900,0.1031,0.0746,-0.2078,-0.723,-2.0039,9.5792,1.0,0.4089,1.0
8000,0.1796,-0.0413,-0.1234,-0.6656,-2.1691,9.5577,0.3851,-1.0,1.0
8100,-0.0434,-0.0706,-0.0029,-0.6895,-2.0423,9.6821,0.0991,-1.0,1.0
8200,-0.1993,-0.1543,0.0133,-0.5411,-2.0303,9.5577,0.3851,-0.8129,1.0
8300,-0.1021,-0.3296,0.0882,-0.0862,-2.1955,9.4236,-1.0,1.0,1.0
8400,0.1135,-0.5558,-0.3032,0.3376,-1.913,9.9623,-1.0,1.0,1.0
8500,0.3219,-0.0464,-0.8977,0.7781,-1.3096,11.1929,-1.0,-1.0,1.0
8600,0.1823,0.3531,-0.4215,0.0742,-1.5754,10.137,-1.0,-1.0,1.0
8700,-0.1913,0.987,-0.2555,-0.1939,-1.6376,9.596,-1.0,-1.0,1.0
8800,-0.1436,-0.0831,-0.037,-0.3903,-1.8914,9.3565,-1.0,-1.0,1.0
8900,0.1529,0.1031,-0.1695,-1.2354,-1.4676,9.6774,-1.0,-1.0,1.0
9000,0.0043,-0.0213,-0.3168,-0.6536,0.3615,9.8354,-1.0,-1.0,1.0
9100,0.5191,0.9305,-0.3778,-1.3743,0.6321,10.5153,1.0,-1.0,1.0
9200,-0.4812,0.4866,-1.1143,-1.0726,-4.7501,6.3949,1.0,-1.0,1.0
9300,-0.0565,0.4133,0.0901,-3.1196,0.3663,10.3022,1.0,-1.0,1.0
9400,-0.3853,0.3381,-0.6422,-2.5139,-0.395,8.2265,1.0,-1.0,1.0
9500,-0.0115,0.06,-0.4056,-3.1077,-0.9984,9.7635,1.0,-1.0,1.0
9600,-1.0789,0.2811,-0.4818,-4.0582,0.4022,8.5665,1.0,-1.0,1.0
9700,-0.7647,-0.1799,-0.1665,-3.8571,-0.9122,8.5593,1.0,-1.0,1.0
9800,-0.7925,-0.2713,0.0991,-3.6751,-1.8507,9.2584,1.0,1.0,1.0
9900,-0.7083,-0.21,0.3112,-2.8994,-2.5953,8.7149,1.0,1.0,1.0
10000,-0.6624,-0.316,0.5612,-2.5642,-3.1196,8.6407,1.0,1.0,1.0
10100,-0.396,-0.3901,0.8314,-1.2617,-4.537,8.6024,1.0,1.0,1.0
10200,-0.6526,-0.4391,0.655,-0.261,-5.2672,8.1403,-1.0,1.0,1.0
10300,-0.4623,-0.259,1.1716,0.0048,-5.7245,8.1044,-1.0,1.0,1.0
10400,0.0989,-0.5612,1.5284,0.917,-4.7932,8.2049,-1.0,1.0,1.0
10500,0.8151,-0.3989,1.0717,4.2042,-5.5067,8.7963,-1.0,1.0,1.0
10600,0.6456,-0.2955,0.5969,3.3974,-4.3598,8.9471,-1.0,1.0,1.0
10700,0.5084,-0.7392,0.1793,1.3838,-4.051,8.3246,-1.0,-1.0,1.0
10800,0.5969,-0.2092,0.1623,4.9273,-2.8467,7.8075,-1.0,-1.0,1.0
10900,0.4066,-0.4122,-0.3224,5.4947,-1.7597,7.6279,-1.0,-1.0,1.0
11000,0.639,-0.5521,-0.4924,6.007,-0.8021,7.8985,-1.0,-1.0,1.0
11100,0.6225,-0.9406,-0.0237,8.0756,-1.6855,8.0349,-1.0,-1.0,1.0
11200,0.76,0.138,-0.7362,7.6112,-2.0303,8.1307,-1.0,-1.0,1.0
11300,0.5934,0.0714,-0.7498,7.6998,-0.7518,7.0461,-1.0,-1.0,1.0
11400,0.4077,0.1079,-1.0102,6.8474,-1.0558,8.3127,-1.0,-1.0,1.0
11500,0.3445,0.3717,-1.2209,6.2776,-2.0806,8.3198,-1.0,-1.0,1.0
11600,0.9481,0.7773,-1.505,5.8921,-1.834,8.6431,-1.0,1.0,1.0
11700,1.3318,0.7352,-1.0461,4.5322,-1.2091,8.8346,-1.0,1.0,1.0
11800,2.8469,1.6406,-0.8705,3.6081,0.2059,9.6462,-1.0,1.0,1.0
11900,2.9255,1.2625,-0.0794,1.4653,4.0342,9.5457,-1.0,-1.0,1.0
12000,2.5154,1.1511,0.4375,1.3503,4.6639,9.3326,-1.0,-1.0,1.0
12100,1.2377,1.1668,0.4756,0.0096,6.845,7.0366,-1.0,-1.0,1.0
12200,-0.1857,0.7043,1.0024,-1.3024,7.5633,6.9528,-1.0,-1.0,1.0
12300,-0.9398,0.4748,1.4136,-2.7222,7.0485,7.4915,1.0,-1.0,1.0
12400,-0.7402,0.2478,1.3403,-3.1843,4.7501,7.3071,1.0,-1.0,1.0
12500,-2.647,-0.7282,1.9953,-3.7086,2.6216,8.0924,1.0,-1.0,1.0
12600,-1.4954,-0.0442,1.1237,-3.2848,-0.5028,9.0285,1.0,-1.0,1.0
12700,-1.3656,0.3528,0.752,-3.881,-1.1875,8.4994,1.0,-1.0,1.0
12800,-0.7911,-0.3352,0.7978,-3.5889,-3.0813,8.6526,1.0,1.0,1.0
12900,-0.9654,-0.845,0.8745,-3.0071,-3.5506,8.2983,1.0,1.0,1.0
13000,-0.7647,-0.9398,1.1522,-0.7973,-5.7174,9.2895,1.0,1.0,1.0
13100,-0.8013,-0.8255,0.9377,0.4381,-6.6176,7.8147,-1.0,1.0,1.0
13200,-1.1098,-1.4461,1.2505,2.2745,-7.4843,7.3526,-1.0,1.0,1.0
13300,-0.6662,-1.3328,0.9164,3.8714,-7.5034,6.3255,-1.0,1.0,1.0
13400,-0.0032,-1.2406,0.6576,4.2545,-6.5984,5.1188,-1.0,1.0,1.0
13500,1.8045,-1.5354,0.8617,3.7469,-7.3813,5.3654,-1.0,1.0,1.0
13600,1.6998,-0.1343,-0.1276,7.4364,-5.3439,6.9456,-1.0,1.0,1.0
13700,1.7395,-0.6896,0.4503,6.5266,-0.4549,4.9321,-1.0,1.0,1.0
13800,1.6217,0.1439,0.5721,6.7157,-1.9513,6.1004,-1.0,-1.0,1.0
13900,1.4312,0.5452,0.2646,7.6016,-0.8978,6.9001,-1.0,-1.0,1.0
14000,1.4325,0.8066,0.0115,6.9623,-0.2083,7.3526,-1.0,-1.0,1.0
