timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0,0.0224,-0.2702,-0.1308,-0.7326,0.4286,9.3972,-1.0,1.0,1.0
100,-0.9294,-0.4325,-0.0655,0.0694,-0.589,9.9766,-1.0,1.0,1.0
200,0.3128,0.328,0.1055,0.4262,-1.063,10.6686,-1.0,1.0,1.0
300,1.5119,0.389,0.1649,-0.9505,2.3535,10.6303,-1.0,-1.0,1.0
400,2.5061,0.688,0.0919,-1.7214,3.9121,7.276,-1.0,-1.0,1.0
500,3.3201,0.3808,-0.9761,-2.2027,6.8666,5.4444,1.0,-1.0,1.0
600,2.2657,-0.5137,0.4314,-2.6815,8.6167,4.1755,-1.0,-1.0,1.0
700,1.8929,-0.7099,1.3123,-2.6121,8.8442,5.7748,0.0991,-1.0,1.0
800,2.1013,-0.7186,1.3424,-3.723,8.7221,4.3144,1.0,-1.0,1.0
900,1.6553,-0.1958,1.6097,-5.3127,8.1834,2.9425,1.0,-1.0,-1.0
1000,0.4469,0.5438,0.8577,-5.1954,4.7309,1.1349,1.0,-1.0,-1.0
1100,0.9747,0.6083,1.0038,-6.7014,5.3271,-1.561,1.0,-1.0,-1.0
1200,0.3483,0.2204,0.7557,-7.1635,5.0637,-2.4876,1.0,-1.0,-1.0
1300,-0.5228,-0.4298,0.5465,-7.6638,4.3167,-3.5961,1.0,-1.0,-1.0
1400,-2.2495,-0.9481,-0.373,-7.7548,3.7709,-1.8555,1.0,-1.0,-1.0
1500,-1.3683,-0.3437,-0.0107,-7.695,4.8267,0.3567,1.0,-1.0,-1.0
1600,-0.5548,0.1095,-0.2846,-7.4747,5.0398,1.4341,1.0,-1.0,-1.0
1700,0.5239,1.1884,-0.182,-7.7644,5.5402,0.4238,1.0,-1.0,-1.0
1800,4.7246,2.9407,0.3659,-7.2472,4.7932,-3.1963,1.0,-1.0,-1.0
1900,3.569,2.2196,0.9225,-4.9584,0.8643,-8.0158,1.0,-1.0,-1.0
2000,2.987,1.7096,1.3883,-2.9975,-4.4388,-8.3629,1.0,1.0,-1.0
2100,1.2969,1.162,1.1026,-1.98,-5.2098,-7.4484,1.0,1.0,-1.0
2200,0.8655,1.0725,1.0038,0.0694,-5.9017,-7.9775,-1.0,1.0,-1.0
2300,0.0847,0.817,1.0587,1.5874,-7.7883,-6.0238,-1.0,1.0,-1.0
2400,-1.3976,0.4149,-0.0389,2.0758,-7.2018,-8.4827,-1.0,1.0,-1.0
2500,-4.1872,-1.3752,-1.4093,0.7159,-4.5466,-9.4978,-1.0,1.0,-1.0
2600,-5.1843,-1.4943,-0.6835,-1.2163,2.1931,-9.6079,-1.0,-1.0,-1.0
2700,-6.0364,-2.0155,0.2265,-2.5762,6.7301,-6.9384,1.0,-1.0,-1.0
2800,-4.8126,-1.3893,0.0839,-3.4668,9.5696,-2.7533,1.0,-1.0,-1.0
2900,-3.5,-0.8561,-0.1716,-4.2066,9.0237,1.7023,1.0,-1.0,1.0
