timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0,0.0493,0.1543,-0.3536,-2.6432,0.6488,9.5577,1.0,-1.0,1.0
100,-0.1407,0.0163,-0.11,-2.9975,1.7861,9.5768,1.0,-1.0,1.0
200,-0.1276,-0.0304,-0.1319,-2.7509,0.8715,9.2584,1.0,-1.0,1.0
300,-0.0778,0.0424,-0.2158,-2.6145,0.8954,9.6247,1.0,-1.0,1.0
400,0.0181,-0.0019,-0.1026,-2.7533,1.1492,9.4619,1.0,-1.0,1.0
500,-0.0365,-0.0927,-0.1375,-2.6432,0.7853,9.3589,1.0,-1.0,1.0
600,-0.0386,-0.0783,-0.0568,-2.7198,1.6951,9.6343,1.0,-1.0,1.0
700,-0.0488,-0.1013,-0.0112,-2.5618,1.6017,9.5624,1.0,-1.0,1.0
800,0.0474,-0.3557,-0.0123,-2.3367,1.6281,9.1458,1.0,-1.0,1.0
900,0.1402,-0.4818,-0.0791,-1.6424,1.3647,9.4595,1.0,-1.0,1.0
1000,0.0738,-0.7879,0.2337,-0.7518,1.9465,9.809,-1.0,-1.0,1.0
1100,-0.0597,-1.0728,0.7613,0.2538,1.6783,10.2184,-1.0,-1.0,1.0
1200,-0.2134,-0.7429,1.4669,0.4693,2.8826,10.9319,-1.0,-1.0,1.0
1300,-0.3222,-0.2542,1.8426,1.1109,0.972,10.3238,-1.0,-1.0,1.0
1400,-0.2252,-0.2699,0.9324,1.0965,1.403,9.3158,-1.0,-1.0,1.0
1500,-0.4407,-0.1857,1.3166,1.3838,1.0774,10.2017,-1.0,-1.0,1.0
1600,-0.316,-0.1029,1.4658,1.7023,0.3328,10.5345,-1.0,-1.0,1.0
1700,0.0821,0.5577,0.3635,1.0582,-0.4286,10.3094,-1.0,-1.0,1.0
1800,-0.3786,0.8934,0.4951,-0.0575,-0.2274,9.493,-1.0,-1.0,1.0
1900,-0.1306,0.7658,0.0805,-1.6927,1.2546,9.0477,-1.0,-1.0,1.0
2000,-0.5612,0.5191,-0.0568,-1.4365,0.0886,9.7875,1.0,-1.0,1.0
2100,-0.3898,0.2281,-0.0408,-1.4006,-1.652,10.5776,1.0,-1.0,1.0
2200,-0.3336,0.3086,-0.425,-2.8084,0.5698,9.7085,1.0,-1.0,1.0
2300,-0.0581,0.0887,-0.5041,-3.3495,0.7709,8.849,1.0,-1.0,1.0
2400,-0.0725,0.0477,-0.4405,-3.0191,-0.2107,9.73,1.0,-1.0,1.0
2500,-0.0258,0.3099,-0.4778,-3.2034,-0.814,9.1075,1.0,-1.0,1.0
2600,0.2033,-0.0592,-0.8404,-3.2872,0.4046,8.7604,1.0,-1.0,1.0
2700,0.2198,-0.2974,-1.092,-3.1627,1.2641,8.995,1.0,-1.0,1.0
2800,0.1687,-0.3341,-0.7186,-3.0382,1.5419,9.8737,1.0,-1.0,1.0
2900,0.2683,-0.2369,-0.8092,-3.1939,3.474,9.7348,1.0,-1.0,1.0
3000,-0.0072,-0.4538,-0.2449,-2.4684,2.4229,9.0142,1.0,-1.0,1.0
3100,0.1354,-0.3661,-0.4634,-1.9704,2.2577,9.5529,1.0,-1.0,1.0
3200,0.0394,-0.5183,-0.3776,-1.6568,2.727,9.4355,-1.0,-1.0,1.0
3300,0.0242,-0.4247,-0.1767,-0.9936,1.98,9.7875,-1.0,-1.0,1.0
3400,-0.2081,-0.4221,0.2393,-0.6345,2.1787,9.4595,-1.0,-1.0,1.0
3500,-0.1007,-0.5452,0.1863,-0.1149,2.1572,9.5098,-1.0,-1.0,1.0
3600,-0.1319,-0.6171,0.6171,0.2634,1.5802,9.8402,-1.0,-1.0,1.0
3700,-0.1031,-0.3043,0.4325,0.4046,1.1564,9.9216,-1.0,-1.0,1.0
3800,-0.0869,-0.2944,0.3693,0.5052,0.9385,9.5385,-1.0,-1.0,1.0
3900,-0.077,-0.1071,0.3864,0.8571,0.9002,10.1514,-1.0,-1.0,1.0
4000,-0.0791,-0.1053,0.3541,0.5866,1.1875,10.137,-1.0,-1.0,1.0
