timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0,-0.178,-0.2633,-0.037,0.7781,-1.1013,9.7875,-1.0,-1.0,1.0
100,-0.0554,-0.0855,-0.0155,0.9625,-1.2977,9.6965,-1.0,-1.0,1.0
200,-0.0264,-0.0477,0.0032,0.9792,-1.075,9.8138,-1.0,-1.0,1.0
300,-0.0123,-0.028,0.0099,1.0199,-1.0941,9.9718,-1.0,-1.0,1.0
400,0.0053,0.0354,-0.0416,0.7925,-0.9912,9.9934,-1.0,-1.0,1.0
500,-0.0176,0.0128,-0.0192,0.9649,-1.0702,10.0413,-1.0,-1.0,1.0
600,0.0203,0.028,-0.0221,0.9313,-0.9912,9.8665,-1.0,-1.0,1.0
700,0.0943,0.0978,-0.1031,0.8763,-1.0511,9.9168,-1.0,-1.0,1.0
800,0.1135,0.0056,-0.1519,0.8882,-1.0463,9.7851,-1.0,-1.0,1.0
900,0.3808,0.1679,-0.4389,0.9936,-1.142,10.1993,-1.0,-1.0,1.0
1000,1.0816,0.9902,-1.0704,-0.0838,0.6321,10.1107,-1.0,-1.0,1.0
1100,1.2063,0.9904,-0.9843,-1.3647,2.5259,9.584,-1.0,-1.0,1.0
1200,0.9734,0.7576,-0.7711,-1.5467,2.5331,9.244,-1.0,-1.0,1.0
1300,0.9715,0.7205,-0.312,-2.2362,4.6424,8.6407,-1.0,-1.0,1.0
1400,-0.7384,0.247,0.7216,-1.8531,3.6512,6.5841,1.0,-1.0,1.0
1500,-0.409,-0.3317,0.2374,-2.3511,0.9553,8.236,1.0,-1.0,1.0
1600,0.1636,-0.0911,0.2902,-2.4995,1.8483,10.647,1.0,-1.0,1.0
1700,2.2985,1.2977,0.1522,-3.45,3.4357,8.6502,1.0,-1.0,1.0
1800,1.8146,1.0491,-0.0949,-3.9313,4.4748,7.9655,1.0,-1.0,1.0
1900,0.2414,-0.1055,0.0544,-4.6855,5.1571,7.0437,1.0,-1.0,1.0
2000,0.7639,0.3168,0.1836,-4.6639,5.466,6.9192,1.0,-1.0,1.0
2100,1.185,-0.044,0.6406,-4.9321,6.7229,5.0661,1.0,-1.0,1.0
2200,-1.4562,-0.5657,1.2183,-5.2409,5.5498,6.0047,1.0,-1.0,1.0
2300,-4.7321,-2.5047,0.5641,-4.9464,3.8882,7.4699,1.0,-1.0,1.0
2400,-4.8757,-2.2095,0.13,-2.4828,-2.8898,9.4236,1.0,1.0,1.0
2500,-2.0992,-0.3163,-0.1239,-2.4756,-3.8714,9.2344,-1.0,1.0,1.0
2600,-0.3981,0.0469,0.1026,-2.0327,-5.3893,8.2935,-1.0,1.0,1.0
2700,-0.5873,-0.1487,-0.1167,-1.8268,-5.4516,7.5633,-1.0,1.0,1.0
