gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
-0.0067,0.0197,-0.0005,-2.3367,-2.5355,9.2799,1.0,1.0,1.0
0.0091,0.052,-0.0504,-2.4086,-2.3511,9.5481,1.0,1.0,1.0
0.0069,-0.0037,-0.041,-2.4134,-2.3559,9.5193,1.0,1.0,1.0
-0.02,0.0456,-0.0405,-2.2793,-2.5139,9.505,1.0,1.0,1.0
-0.0019,-0.025,0.0152,-2.4948,-2.3774,9.3781,1.0,1.0,1.0
1.351,0.3192,0.0075,-1.7933,-3.9121,9.4571,1.0,1.0,1.0
5.802,-4.2935,-3.0771,2.4325,-2.3224,5.8754,-1.0,1.0,1.0
0.8434,-0.9593,-2.2348,-0.5435,9.0764,9.6845,-1.0,-1.0,1.0
0.0368,-0.7759,-0.1018,2.0734,5.8419,8.9256,-1.0,-1.0,1.0
0.0693,-0.2817,0.3437,3.055,3.3255,8.8131,-1.0,-1.0,1.0
-0.101,0.0552,0.3544,2.545,4.2641,8.6981,-1.0,-1.0,1.0
-0.7767,-0.004,0.3027,2.8587,3.2106,9.8258,-1.0,-1.0,1.0
-2.3419,0.0727,1.2798,1.1037,4.8076,9.5169,-1.0,1.0,1.0
-8.7314,0.8988,2.3507,4.6184,-0.4621,7.1108,-1.0,1.0,1.0
-6.923,-0.036,0.7613,3.0813,-10.8888,1.4461,-1.0,1.0,1.0
-0.6992,0.1855,-0.1404,3.7206,-12.3613,-1.8004,-1.0,1.0,1.0
0.2022,-0.0613,-0.5399,2.1117,-9.0405,-0.7087,-1.0,1.0,1.0
0.7807,-0.2009,-0.2609,1.5706,-8.9759,0.0742,-1.0,1.0,1.0
1.0027,-0.2742,-0.0679,1.8579,-8.916,0.9768,-1.0,1.0,1.0
3.0475,-1.0597,-0.4724,2.2146,-8.6479,2.4445,-1.0,1.0,1.0
6.6648,1.2116,-1.4349,1.6592,-5.3558,10.4267,-1.0,1.0,1.0
2.2207,4.7412,2.0323,-1.6209,-2.0806,6.8594,1.0,1.0,1.0
0.1114,0.129,-0.5452,-4.5705,1.719,4.5035,1.0,-1.0,1.0
0.7605,0.3528,0.2049,-4.8794,-0.2346,7.9631,1.0,-1.0,1.0
-0.1649,-0.2601,0.1828,-4.9656,0.3998,8.2121,1.0,-1.0,1.0
0.0373,-0.5921,0.1103,-4.0462,-1.1636,8.8418,1.0,0.4089,1.0
-1.0645,-1.073,-0.4991,-3.4429,-1.2881,9.0764,1.0,-1.0,1.0
1.4077,-1.9172,-1.9484,0.0814,-3.9217,9.663,1.0,1.0,1.0
2.6681,-3.1197,-3.6561,4.3431,3.3016,15.7634,-1.0,0.1034,1.0
-0.8767,-0.8799,-0.0863,5.9017,-0.0359,10.4914,-1.0,1.0,1.0
0.7117,1.089,-1.2638,5.2744,-1.6017,9.8066,-1.0,1.0,1.0
1.2524,0.3523,-0.0885,3.5841,0.3687,8.7293,-1.0,1.0,1.0
0.6368,0.0621,0.3046,2.8802,2.0423,9.3374,-1.0,1.0,1.0
0.4447,0.943,0.4333,3.7038,1.7502,10.5441,-1.0,-1.0,1.0
-8.6984,3.5916,1.3678,1.482,4.7932,10.3286,-1.0,1.0,1.0
-6.147,2.0097,2.841,1.5155,-7.8482,1.1564,-1.0,1.0,1.0
-1.5156,0.5436,-0.7019,1.7813,-10.2639,-4.3694,-1.0,1.0,1.0
0.0051,-0.0725,-0.1095,0.316,-9.6821,-2.7342,-1.0,1.0,-1.0
0.8106,-0.2025,-0.1897,0.0551,-9.3565,-3.0454,-1.0,1.0,-1.0
1.1495,-0.7171,-0.0874,-0.2035,-10.0102,-3.158,-1.0,1.0,1.0
3.9285,-1.2023,-0.93,0.34,-10.8649,-0.893,-1.0,1.0,1.0
8.7312,-0.1434,-0.6947,-1.0989,-4.8842,7.7309,-1.0,1.0,1.0
4.5616,2.5431,0.5015,-2.9999,0.3041,7.932,1.0,-1.0,1.0
0.3978,0.9638,0.8508,-4.7956,0.8475,5.9616,1.0,-1.0,1.0
-0.0765,0.7176,-0.2182,-4.9823,0.3256,8.0134,1.0,-1.0,1.0
0.1836,-0.304,-0.1921,-5.2194,0.8068,7.8051,1.0,-1.0,1.0
-0.1681,-0.7184,-0.2129,-4.8674,1.1205,8.5138,1.0,-1.0,1.0
-0.817,-1.2073,-0.5017,-4.1108,0.9433,8.3198,1.0,-1.0,1.0
1.9542,-4.804,-3.0664,1.142,1.9848,7.3071,-1.0,1.0,1.0
1.716,-1.113,-0.5231,5.4037,3.5817,10.6015,-1.0,-1.0,1.0
0.9465,-0.4021,0.9353,4.0055,4.2784,8.8921,-1.0,-1.0,1.0
0.0088,0.0642,0.0285,4.0127,4.5298,9.2464,-1.0,-1.0,1.0
-0.5993,0.303,-0.2268,3.6775,4.5059,8.0996,-1.0,-1.0,1.0
-1.5372,0.1175,0.2843,3.0646,4.8076,10.7547,-1.0,-1.0,1.0
-7.7565,2.5921,2.4949,2.9257,6.9312,12.9431,-1.0,1.0,1.0
-8.7314,0.8279,0.7991,2.4157,-5.7604,1.2474,-1.0,1.0,1.0
-1.5513,-0.0216,-0.466,2.1452,-10.5824,-2.6552,-1.0,1.0,1.0
-0.1998,-0.2883,-0.2526,1.1947,-8.6167,-3.201,-1.0,1.0,0.0613
0.4269,-0.1343,0.1721,1.1899,-9.5816,-3.0071,-1.0,1.0,-1.0
0.6819,-0.5985,0.0813,0.7661,-10.2424,-5.4444,-1.0,1.0,-1.0
5.7076,-1.1642,-1.0906,1.0343,-9.9742,0.8882,-1.0,1.0,1.0
8.7312,4.0878,-1.2273,-1.6759,-1.1325,8.2983,-1.0,1.0,1.0
-1.5807,-0.2417,0.6262,-3.972,2.8587,5.1164,1.0,-1.0,1.0
0.2097,0.0325,-0.4106,-4.0725,2.4229,8.4922,1.0,-1.0,1.0
