gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0.0461,0.0464,0.0192,-3.1963,-2.1021,9.0644,1.0,1.0,1.0
0.0232,0.0562,-0.0123,-3.134,-2.138,9.3039,1.0,1.0,1.0
0.0019,0.0456,-0.0669,-3.2298,-2.059,9.1195,1.0,1.0,1.0
0.0147,0.0493,-0.025,-3.1292,-2.2386,9.0429,1.0,1.0,1.0
0.0261,-0.0056,-0.0005,-3.1196,-2.2936,9.2272,1.0,1.0,1.0
0.0221,-0.0378,-0.0149,-3.2585,-2.1596,8.9543,1.0,1.0,1.0
0.0661,-0.7354,-0.4551,-2.5139,-3.6488,8.2768,1.0,1.0,1.0
0.352,-2.7299,-0.809,-0.9936,-1.7813,7.9727,1.0,1.0,1.0
-0.9268,-2.6454,-0.9086,1.2474,-0.9433,10.4938,-1.0,1.0,1.0
0.0013,-0.7085,-1.7872,3.5841,-2.6097,8.9998,-1.0,1.0,1.0
1.4583,-1.1373,-1.5548,3.5602,-0.7949,8.6167,-1.0,1.0,1.0
-0.5105,-0.8356,-0.2995,3.4572,1.2953,9.6414,-1.0,1.0,1.0
-0.1108,-0.1194,-0.2076,4.2066,-1.8148,8.9711,-1.0,1.0,1.0
-0.1156,-0.0629,-0.1127,3.984,-1.1516,9.2751,-1.0,1.0,1.0
-1.7552,1.1679,-0.2033,3.3662,-0.5028,6.8283,-1.0,1.0,1.0
-3.3294,0.7328,0.4772,2.9305,-2.0638,7.422,-1.0,1.0,1.0
-4.8861,0.6816,-0.0957,1.2091,-3.6943,7.2736,-1.0,1.0,1.0
-4.3804,0.3722,-0.9915,0.5148,-9.9096,-0.4621,-1.0,1.0,1.0
-1.6856,0.4626,-0.6547,0.3735,-10.1466,-0.3352,-1.0,1.0,-1.0
-1.2851,0.6078,-0.5049,-1.6472,-8.8561,-4.8937,-1.0,1.0,-1.0
0.0562,-0.2121,-0.1966,-0.4238,-9.8426,-3.3471,-1.0,1.0,-1.0
0.8212,-0.3347,0.2206,-1.336,-9.3829,-4.3766,-1.0,1.0,-1.0
4.8064,0.0293,1.4525,0.3519,-10.6901,-2.241,-1.0,1.0,-1.0
8.2494,0.3941,-2.0736,1.403,-11.8082,4.5274,-1.0,1.0,1.0
6.171,0.5473,-0.4053,-1.1756,-4.2401,7.0916,-1.0,1.0,1.0
3.2919,0.4106,-0.466,-0.5938,0.8978,9.6702,-1.0,1.0,1.0
0.9635,0.9212,0.7946,-2.3966,5.2696,8.9064,0.3851,-1.0,1.0
-1.2913,1.0848,1.4813,-3.8068,5.8562,8.6718,1.0,-1.0,1.0
-0.7421,4.1104,1.772,-4.7621,2.7246,7.9703,1.0,-1.0,1.0
-0.0384,0.9281,0.251,-7.4603,0.656,3.5817,1.0,-1.0,1.0
0.1572,-0.0815,0.1482,-7.1443,-0.1676,6.8043,1.0,-1.0,1.0
-0.9518,-1.1415,0.7221,-7.1706,0.6321,4.8866,1.0,-1.0,1.0
-0.4836,-1.0467,0.1407,-6.6056,0.5435,6.6679,1.0,-1.0,1.0
-1.8674,-4.4896,-0.9832,-2.5714,-2.2649,6.1387,1.0,-1.0,1.0
-1.5998,-3.666,-0.9401,1.5538,-0.9026,8.8202,-1.0,1.0,1.0
0.2014,-2.1,0.1514,4.2808,-2.138,5.9951,-1.0,1.0,1.0
0.137,-0.5151,0.1471,5.3008,-2.7725,8.904,-1.0,1.0,1.0
1.0786,-0.7242,0.6931,6.0789,-1.2665,8.576,-1.0,1.0,1.0
-0.2044,-0.3072,-0.6899,6.1052,-1.7238,8.272,-1.0,1.0,1.0
-0.3738,0.0986,-0.6499,6.0932,-2.047,9.3757,-1.0,1.0,1.0
-3.4323,1.2241,-0.2737,3.5171,-2.9161,9.0501,-1.0,1.0,1.0
-6.2933,-0.3515,-1.4458,3.4046,-6.9384,4.9177,-1.0,1.0,1.0
-3.9913,-0.0874,-2.2439,1.3001,-7.343,2.2314,-1.0,1.0,1.0
