gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
-0.0099,-0.028,-0.0698,-3.043,-2.5019,9.5648,1.0,1.0,1.0
0.0232,0.0504,-0.1657,-3.1053,-2.229,9.3278,1.0,1.0,1.0
-0.0125,-0.0501,-0.0069,-2.9928,-2.3391,9.0908,1.0,1.0,1.0
0.0317,0.0232,-0.069,-3.0215,-2.0111,8.7963,1.0,1.0,1.0
0.9006,0.0682,-0.3472,-2.6049,-2.66,8.7987,1.0,1.0,1.0
1.7397,-1.5463,-1.7637,-2.0614,0.814,7.7237,1.0,-1.0,1.0
-0.6757,-2.8794,-1.9878,1.4533,-0.1867,10.556,-1.0,-1.0,1.0
1.5234,-1.1383,-1.7251,3.4716,1.0439,9.7755,-1.0,-1.0,1.0
0.5033,-0.6102,-1.1109,3.5243,3.948,10.4172,-1.0,-1.0,1.0
-0.4676,-0.1106,0.1436,4.1156,2.7773,10.7141,-1.0,-1.0,1.0
-0.1721,0.1833,0.3456,3.1939,3.0239,9.3948,-1.0,-1.0,1.0
-0.5756,0.1871,0.3896,2.8276,3.1172,8.169,-1.0,-1.0,1.0
-1.3646,-0.0469,0.3768,2.6408,2.6935,9.4523,-1.0,-1.0,1.0
-1.5716,0.4213,0.6584,2.5953,2.7677,11.2575,-1.0,-1.0,1.0
-3.5717,0.5049,1.7216,3.3854,-0.6752,7.5298,-1.0,1.0,1.0
-7.2566,0.7381,0.9915,2.6911,-6.9839,6.7445,-1.0,1.0,1.0
-1.6276,0.7141,0.1836,2.5235,-10.331,1.2234,-1.0,1.0,1.0
-0.0293,0.1143,-0.6382,1.652,-9.6845,3.1963,-1.0,1.0,1.0
0.4199,-0.2374,-0.1204,1.3791,-8.26,2.6504,-1.0,1.0,1.0
0.0477,-0.1487,-0.1002,1.2354,-10.2448,1.8244,-1.0,1.0,1.0
0.0751,-0.4242,-0.1543,1.1612,-9.7324,2.9257,-1.0,1.0,1.0
0.3504,-1.0589,-0.1324,1.4892,-9.177,4.2784,-1.0,1.0,1.0
2.3374,-0.041,-0.1996,1.336,-9.5289,5.7485,-1.0,1.0,1.0
4.7537,1.8916,-1.1447,0.0311,-5.0494,10.319,-1.0,1.0,1.0
1.7618,1.9481,-0.0983,-2.897,0.1437,8.7245,1.0,1.0,1.0
0.7978,1.052,0.0477,-4.7669,1.9872,6.9911,1.0,-1.0,1.0
-0.4247,0.5641,0.5902,-4.6831,-0.759,8.4491,1.0,-1.0,1.0
-0.4005,0.1785,0.8122,-5.2792,-0.4238,8.078,1.0,-1.0,1.0
-0.7309,-0.5031,0.053,-5.1739,-0.0144,7.7524,1.0,-1.0,1.0
-0.3978,-0.4032,-0.0879,-4.6639,-0.656,7.9344,1.0,0.7143,1.0
-0.7429,-1.0035,0.1442,-3.3974,-2.1404,8.2911,1.0,1.0,1.0
2.6228,-1.3496,-0.7501,-0.6225,-2.5091,6.043,1.0,1.0,1.0
0.6065,-3.0555,-0.6035,0.7446,1.1229,12.7348,-1.0,1.0,1.0
0.587,-1.4885,-1.0475,2.3032,1.6161,9.7229,-1.0,1.0,1.0
1.8929,0.4644,-0.6843,4.0654,2.9521,10.6303,-1.0,1.0,1.0
0.1876,-0.6944,-0.1039,4.4197,0.4884,9.2584,-1.0,-1.0,1.0
-0.2097,0.0885,-0.6355,4.5179,2.332,9.1913,-1.0,-1.0,1.0
-0.2313,0.0666,-0.2214,4.8722,1.0367,9.2464,-1.0,0.7143,1.0
-0.6979,0.1761,0.2217,4.2689,1.7837,9.4547,-1.0,1.0,1.0
-4.6245,3.1016,0.2265,2.0614,2.5714,10.8553,-1.0,1.0,1.0
-7.0157,2.8173,2.7837,2.806,-6.0621,7.3622,-1.0,1.0,1.0
-2.4853,1.0411,0.89,2.2697,-13.0604,-1.2163,-1.0,1.0,1.0
-0.4434,0.3384,-0.4146,1.0391,-9.6199,-2.1979,-1.0,1.0,1.0
0.2081,-0.6094,0.1743,0.3639,-8.7939,-0.7326,-1.0,1.0,1.0
0.0602,-0.3675,0.2028,0.407,-9.9527,-0.2155,-1.0,1.0,1.0
1.3995,-0.8148,0.1908,1.166,-10.0293,2.9616,-1.0,1.0,1.0
5.3884,-1.639,-1.1263,1.4269,-9.3805,3.3088,-1.0,1.0,1.0
6.1356,2.8501,-1.3416,-1.7047,-1.2019,11.1306,-1.0,1.0,1.0
3.3841,3.0297,0.0123,-3.4596,0.1724,9.9335,1.0,1.0,1.0
1.4711,1.3225,0.753,-4.4963,-0.3184,7.0366,1.0,1.0,1.0
-0.0602,0.3968,-0.004,-5.7748,-0.0694,7.6375,1.0,1.0,1.0
-0.6094,-0.2939,0.4349,-5.533,-1.1779,8.3198,1.0,1.0,1.0
-0.222,-0.3277,0.0813,-5.1427,-0.9505,8.4012,1.0,1.0,1.0
-0.2217,-1.7197,-0.3363,-3.8068,-1.3001,6.189,1.0,1.0,1.0
0.4642,-5.0988,-2.6108,0.4238,1.2306,10.5441,-1.0,1.0,1.0
1.1402,-1.6614,0.1812,1.5874,1.0127,10.6853,-1.0,1.0,1.0
0.0274,-1.2684,0.3826,3.2465,0.2801,11.7196,-1.0,1.0,1.0
-1.0709,-0.514,-0.3123,4.2952,-2.624,9.8258,-1.0,1.0,1.0
-0.6933,-0.2372,-0.3379,5.0087,-3.0885,8.9878,-1.0,1.0,1.0
-0.4831,-0.0797,-0.6038,4.798,-2.4756,8.0589,-1.0,1.0,1.0
1.7786,0.6515,0.6704,4.5897,-2.3176,8.3965,-1.0,1.0,1.0
5.2565,1.5042,-0.5007,1.2713,5.8419,5.3463,-1.0,1.0,1.0
-1.7952,0.0181,-0.7464,1.6759,6.2345,7.8362,-1.0,-1.0,1.0
-8.4269,1.7115,1.0043,1.2546,5.3893,14.0564,-1.0,1.0,1.0
-8.7314,2.9854,0.9737,2.9832,-5.0566,-0.419,-1.0,1.0,1.0
-1.178,0.3336,-1.2606,2.66,-12.5432,-4.1803,-1.0,1.0,0.9519
-0.2449,-0.6249,-0.2302,0.1963,-7.7883,-2.466,-1.0,1.0,-1.0
0.5039,-0.2294,-0.1708,-0.0814,-9.1243,-3.3184,-1.0,1.0,-1.0
2.0283,-0.3296,-0.2204,-0.1173,-9.062,-4.2617,-1.0,1.0,-1.0
8.7312,-2.295,-1.356,0.9361,-7.7859,1.7669,-1.0,1.0,1.0
8.029,3.2106,0.0067,-2.3439,-1.4724,10.8936,-1.0,1.0,1.0
-0.8689,1.7067,0.4509,-4.5394,1.8052,7.2305,1.0,-1.0,1.0
-0.1444,0.2766,-0.6467,-5.8371,2.9904,7.5226,1.0,-1.0,1.0
0.0381,0.2073,-0.0266,-5.9711,1.3623,7.5872,1.0,-1.0,1.0
-0.4114,0.0285,0.6779,-5.4971,0.917,7.3717,1.0,-1.0,1.0
-0.6579,-2.6236,1.0427,-4.1108,-0.0694,6.0693,1.0,1.0,1.0
3.0052,-4.0548,-2.8394,1.1492,-1.7406,14.3269,-1.0,-1.0,1.0
2.6827,-1.9303,-0.6712,0.8236,8.1642,10.4435,-1.0,-1.0,1.0
0.0272,-0.858,-0.1609,2.4636,5.6719,8.7364,-1.0,-1.0,1.0
0.6017,-0.1474,-0.0389,3.7972,5.0829,9.2272,-1.0,-1.0,1.0
2.4208,-0.2598,0.7075,4.3718,4.8243,9.1602,-1.0,-1.0,1.0
-1.4927,0.0717,-0.4378,3.7948,3.8642,6.5864,-1.0,-1.0,1.0
-0.7938,0.1029,-0.7922,6.4931,1.64,10.6159,-1.0,-1.0,1.0
-5.9264,1.7509,0.8471,4.4029,4.5538,8.521,-1.0,-1.0,1.0
-8.7314,2.5349,-0.1239,3.8642,-1.3096,5.2481,-1.0,1.0,1.0
-4.7494,2.0619,-0.0466,0.9577,-8.2839,-4.7669,-1.0,1.0,1.0
-1.1354,0.0285,-0.8823,0.996,-8.5784,-5.6814,-1.0,1.0,-1.0
0.1258,-0.3576,-0.5862,0.1293,-7.841,-4.6663,-1.0,1.0,-1.0
0.2747,-0.2406,-0.2854,0.0575,-9.4978,-4.4388,-1.0,1.0,-1.0
0.6416,-0.308,-0.2489,0.2035,-9.8809,-4.5657,-1.0,1.0,-1.0
8.0219,-2.9543,-0.1761,1.1564,-6.2991,-4.9512,-1.0,1.0,-1.0
8.7312,4.5512,-2.1317,-0.8763,-5.205,12.9478,-1.0,1.0,1.0
0.2292,0.0773,0.753,-2.9951,-0.6249,7.9009,1.0,1.0,1.0
1.3803,0.644,-0.0378,-3.6919,0.2011,10.5536,1.0,1.0,1.0
-0.6166,-0.1426,0.4495,-3.5554,0.3974,7.1515,1.0,1.0,1.0
-0.4258,0.141,0.74,-3.4692,-0.1652,8.6814,1.0,1.0,1.0
0.203,-0.562,-0.465,-2.7318,-2.4469,8.4396,1.0,1.0,1.0
0.4154,-4.3444,-2.3089,2.9999,-6.1675,13.7499,-1.0,1.0,1.0
1.5948,-1.367,0.8956,3.5051,1.1827,10.8697,-1.0,1.0,1.0
-0.3128,0.1737,0.8655,3.5506,-0.6225,11.248,-1.0,1.0,1.0
0.5716,-0.044,-0.6147,3.4309,-1.64,10.75,-1.0,1.0,1.0
0.7384,0.2361,-0.724,3.3351,0.3112,8.2169,-1.0,1.0,1.0
-0.4341,0.1162,0.1522,3.723,-0.3687,10.319,-1.0,1.0,1.0
-1.0845,0.9848,0.9795,2.5762,-0.2251,14.1114,-1.0,1.0,1.0
-7.4204,2.7347,1.7048,2.0662,-2.3463,10.1466,-1.0,1.0,1.0
-7.6419,3.71,0.6009,1.5538,-5.5138,-1.7334,-1.0,1.0,1.0
-0.627,0.2062,-0.5987,1.1349,-9.5553,-6.2225,-1.0,1.0,-1.0
0.1974,-0.4882,0.1793,0.146,-8.8394,-4.4963,-1.0,1.0,-1.0
0.6174,-0.3248,0.2156,0.2466,-9.6941,-4.5562,-1.0,1.0,-1.0
2.2644,-0.6598,0.3024,0.4381,-9.6367,-8.0014,-1.0,1.0,-1.0
7.005,-1.9148,-0.9526,-0.5962,-6.2082,1.2833,-1.0,1.0,1.0
7.6555,3.8888,-0.1082,-0.9912,-3.3327,11.0181,-1.0,1.0,1.0
0.0807,1.2321,0.166,-4.0175,1.4365,8.1116,1.0,1.0,1.0
-0.6219,0.5566,2.2647,-4.4891,0.7614,8.6598,1.0,1.0,1.0
-0.307,-0.6643,0.9366,0.4214,-1.7406,11.722,1.0,1.0,1.0
2.8285,3.8403,1.1719,-0.4741,-1.2761,9.2296,1.0,1.0,1.0
-0.2777,0.6462,-0.8553,-1.8004,-3.6009,7.932,1.0,1.0,1.0
0.324,-0.7304,-1.4482,-0.6752,-2.4181,9.6726,-1.0,1.0,1.0
